time,raw_signal,raw_isosbestic,trial_cue,lever1,lever2,shock
0.0,62.68146081473166,50.249068682370286,False,False,False,False
0.05,62.5909862791735,49.680016582872874,False,False,False,False
0.1,62.691236392027044,50.57283104802048,False,False,False,False
0.15,63.05535525827939,49.372845958355526,False,False,False,False
0.2,62.63287701294751,50.222856077959364,False,False,False,False
0.25,63.704254868556916,50.18249599429752,False,False,False,False
0.3,61.983471488466975,49.78941494836234,False,False,False,False
0.35,62.36200812598736,50.64138714988601,False,False,False,False
0.4,62.36201646530075,50.402574997629245,False,False,False,False
0.45,62.58023533933798,50.090925498383605,False,False,False,False
0.5,61.9605277172155,50.32914938964522,False,False,False,False
0.55,62.10949768263401,49.846318074422506,False,False,False,False
0.6,63.409594454368076,50.3149860206987,False,False,False,False
0.65,61.956577768291446,49.70392542943173,False,False,False,False
0.7,62.20304464744711,50.02531359624446,False,False,False,False
0.75,61.91687074749293,51.10503476889808,False,False,False,False
0.8,61.863922310831896,50.83837527484748,False,False,False,False
0.85,63.136893828817804,49.27958418205768,False,False,False,False
0.9,62.74879862898222,50.601234838517,False,False,False,False
0.95,62.094344058261754,49.83522954635676,False,False,False,False
1.0,62.76542718225624,49.64493831293233,False,False,False,False
1.05,62.58567715816101,49.85783260199695,False,False,False,False
1.1,61.87164764094631,50.43243304460804,False,False,False,False
1.15,63.1121632899932,49.61187168322584,False,False,False,False
1.2,61.73021368032249,50.1593233921388,False,False,False,False
1.25,61.841207048053946,50.59021107393299,False,False,False,False
1.3,61.96534912823345,50.54792989620152,False,False,False,False
1.35,62.719084977488095,49.79089470617185,False,False,False,False
1.4,62.7374081649358,49.731873553193786,False,False,False,False
1.45,63.02406003383854,49.53296932433968,False,False,False,False
1.5,62.30867889921251,50.14281325048526,False,False,False,False
1.55,62.472098562774036,49.851738666449016,False,False,False,False
1.6,62.7928057957156,50.110108413701255,False,False,False,False
1.65,61.91426545987335,49.34067634306229,False,False,False,False
1.7,62.1725029123993,50.83466967639601,False,False,False,False
1.75,62.59943366552235,49.72797515987573,False,False,False,False
1.8,61.30824727881356,50.83281226732733,False,False,False,False
1.85,62.74302783962628,49.621041798415746,False,False,False,False
1.9,62.91894218487294,49.5705822308966,False,False,False,False
1.95,62.97626818183764,50.432667717570915,False,False,False,False
2.0,62.722278088312244,50.048058682526644,False,False,False,False
2.05,62.35610004273329,50.017977117045,False,False,False,False
2.1,61.76858591318786,50.02845475001789,False,False,False,False
2.15,62.39404936904092,50.046457865830696,False,False,False,False
2.2,62.269529751886665,50.139195305687075,False,False,False,False
2.25,62.872593649049364,49.44373947496936,False,False,False,False
2.3,62.52210225206667,50.06367165972391,False,False,False,False
2.35,62.388820745274984,50.21727127838726,False,False,False,False
2.4,63.73439028402698,50.24020998745786,False,False,False,False
2.45,62.097976821838316,50.379321119734676,False,False,False,False
2.5,62.62535198511672,49.69336723797984,False,False,False,False
2.55,63.58365543135964,49.90500414086947,False,False,False,False
2.6,62.501390490696636,50.8197938735654,False,False,False,False
2.65,62.12197239861366,51.02267581900761,False,False,False,False
2.7,62.067356132585815,50.698221253013266,False,False,False,False
2.75,62.97968778921466,50.85467182801691,False,False,False,False
2.8,62.69442118035574,49.960401683355926,False,False,False,False
2.85,62.72389339372386,50.49625474284354,False,False,False,False
2.9,62.96161083132054,50.57620308011903,False,False,False,False
2.95,62.29515004853725,51.802033401871135,False,False,False,False
3.0,62.04553229523853,50.87487964581924,False,False,False,False
3.05,63.11274730804752,50.379624607477325,False,False,False,False
3.1,62.80458433359862,49.99858248245128,False,False,False,False
3.15,63.011576755491106,50.18914437814527,False,False,False,False
3.2,63.08787519894523,50.31299479219712,False,False,False,False
3.25,62.91016907786802,51.23549163369948,False,False,False,False
3.3,62.77427045916995,50.59759748645631,False,False,False,False
3.35,62.815586452009974,50.696514103390015,False,False,False,False
3.4,63.26605291662921,51.177873749515996,False,False,False,False
3.45,63.50512216500114,50.511589788901674,False,False,False,False
3.5,63.586681910144044,50.03295147918155,False,False,False,False
3.55,64.14998436183518,50.83323276826707,False,False,False,False
3.6,62.47614050957469,51.23902396700916,False,False,False,False
3.65,64.15777075944615,50.877135211459525,False,False,False,False
3.7,62.8452723519749,50.53356078398786,False,False,False,False
3.75,63.9982569622997,50.96496049138685,False,False,False,False
3.8,64.20043095576936,50.99092069604496,False,False,False,False
3.85,63.690460382985485,52.29767871175382,False,False,False,False
3.9,63.69754449849571,50.894139023360495,False,False,False,False
3.95,64.1398329264706,51.21176063299611,False,False,False,False
4.0,64.48416443351408,51.02845603456014,False,False,False,False
