time,raw_signal,raw_isosbestic,trial_cue,lever1,lever2,shock
0.0,62.222020269335005,50.48495303302079,False,False,False,False
0.05,62.78214484740261,50.112305151869855,False,False,False,False
0.1,63.225766857032454,49.53771061242804,False,False,False,False
0.15,62.93855054561187,50.555790178173325,False,False,False,False
0.2,62.40430165708536,50.26017872669569,False,False,False,False
0.25,63.78188124435201,50.631508582321516,False,False,False,False
0.3,63.0626780526935,51.0291526301356,False,False,False,False
0.35,62.44368142047462,50.11941853308634,False,False,False,False
0.4,62.95523114102084,51.03532154654894,False,False,False,False
0.45,62.03861043504171,50.36812197883842,False,False,False,False
0.5,63.04793440500316,50.83243782098294,False,False,False,False
0.55,62.48257662993589,50.58734910746589,False,False,False,False
0.6,62.63994513989818,50.67023039215002,False,False,False,False
0.65,62.502474375822985,50.05153190439859,False,False,False,False
0.7,62.751597052153905,50.14930254829097,False,False,False,False
0.75,62.80558553484049,49.93750508603335,False,False,False,False
0.8,62.74810942909852,50.59554118917995,False,False,False,False
0.85,62.63625274199838,51.04754876774968,False,False,False,False
0.9,62.80543054260998,50.93081629008367,False,False,False,False
0.95,63.50829977086373,50.38885547155157,False,False,False,False
1.0,62.835868264807296,50.62779632398408,False,False,False,False
1.05,62.196746083564335,50.36490034122745,False,False,False,False
1.1,63.36449520044949,51.178106806540086,False,False,False,False
1.15,62.37145077798798,50.15677505116263,False,False,False,False
1.2,63.56400389002584,51.26612400904294,False,False,False,False
1.25,63.26950704433116,51.3303813250907,False,False,False,False
1.3,63.80313189498197,49.9532680810989,False,False,False,False
1.35,64.07832525977548,50.5815403167971,False,False,False,False
1.4,63.31009464029773,50.53203441401898,False,False,False,False
1.45,63.14157489453538,50.41620122577989,False,False,False,False
1.5,63.0468612594145,50.875165166965,False,False,False,False
1.55,63.36237123889452,51.85396722865322,False,False,False,False
1.6,64.3441405642333,51.979345650541546,False,False,False,False
1.65,62.88367532729296,51.35641081123042,False,False,False,False
1.7,63.10293521874385,50.45564398063953,False,False,False,False
1.75,62.38752903323212,50.507003125313595,False,False,False,False
1.8,63.267960418679834,50.619162603629526,False,False,False,False
1.85,62.890908396863644,51.072216065753175,False,False,False,False
1.9,63.96919536863598,50.32348784328866,False,False,False,False
1.95,63.42937327383656,50.741932585286676,False,False,False,False
2.0,63.61178956405086,51.76749303379927,False,False,False,False
2.05,62.82211648083652,50.099442243494565,False,False,False,False
2.1,62.58233460341905,50.625374621781745,False,False,False,False
2.15,63.26737374919597,51.10409311159818,False,False,False,False
2.2,63.36445865797655,51.530644054952106,False,False,False,False
2.25,62.733910887083645,50.85608044926608,False,False,False,False
2.3,63.89836220210418,51.07790303468967,False,False,False,False
2.35,63.26373946836102,50.94474484742885,False,False,False,False
2.4,63.388658291226456,50.92895136090237,False,False,False,False
2.45,62.76283645810339,51.259478293354064,False,False,False,False
2.5,63.20822382143184,51.316901299428096,False,False,False,False
2.55,63.23608660901213,50.45512282569333,False,False,False,False
2.6,63.01860308368185,50.305594578557674,False,False,False,False
2.65,63.15105046502151,49.921056828756576,False,False,False,False
2.7,63.24635314465537,50.32898613489215,False,False,False,False
2.75,61.81195276060475,51.681333756934286,False,False,False,False
2.8,63.45249977794331,51.06941305596547,False,False,False,False
2.85,62.27548903461281,49.97601355322874,False,False,False,False
2.9,63.39140169752935,51.344036304162785,False,False,False,False
2.95,62.53499751510557,50.641707204651524,False,False,False,False
3.0,62.55929869359813,50.544763815695376,False,False,False,False
3.05,61.49849905519621,50.91739634608931,False,False,False,False
3.1,61.98952530552136,50.570545717021446,False,False,False,False
3.15,62.218018800504005,50.11927729800707,False,False,False,False
3.2,62.066181007649455,50.13290063019269,False,False,False,False
3.25,62.28176986403547,49.53193336445358,False,False,False,False
3.3,62.37561320299626,50.50445622459399,False,False,False,False
3.35,62.63947761078367,50.797273488302224,False,False,False,False
3.4,62.53443411384236,51.33900191024337,False,False,False,False
3.45,63.40927176573808,50.189531903738214,False,False,False,False
3.5,60.27958217809374,50.8636084510713,False,False,False,False
3.55,62.617790470661475,49.360147567081086,False,False,False,False
3.6,63.398578653306515,50.965876260372006,False,False,False,False
3.65,62.23096243064226,50.82081859330322,False,False,False,False
3.7,62.942135580086195,49.994590127063674,False,False,False,False
3.75,62.21885059391,50.71524752036317,False,False,False,False
3.8,62.57267339790107,50.03398048738544,False,False,False,False
3.85,60.765598649984966,49.6410534522998,False,False,False,False
3.9,62.33282956488122,50.67599229159052,False,False,False,False
3.95,62.70508756645156,50.65827569339816,False,False,False,False
4.0,62.39308021922012,50.37261724802518,False,False,False,False
4.05,62.56042500567352,50.149645166112755,False,False,False,False
4.1,61.8958277554997,49.263337146630306,False,False,False,False
4.15,61.8494001222499,50.51756703182958,False,False,False,False
4.2,61.945019167537865,49.491034816987515,False,False,False,False
4.25,62.72868140842509,49.65670913603131,False,False,False,False
4.3,62.67867848471117,50.35620756575941,False,False,False,False
4.35,61.19429059579084,49.77328483738813,False,False,False,False
4.4,62.215328443143754,50.00409424189464,False,False,False,False
4.45,62.28377512512814,49.78164314627958,False,False,False,False
4.5,62.61117366053513,49.99246012548566,False,False,False,False
4.55,61.85406537202488,50.07102330023114,False,False,False,False
4.6,61.53127621748699,49.905715674971034,False,False,False,False
4.65,62.49282701865449,49.042519066019395,False,False,False,False
4.7,62.36479464416797,50.29172272794744,False,False,False,False
4.75,62.45984604979899,49.170976038397924,False,False,False,False
4.8,62.47483451954298,48.93493629340622,False,False,False,False
4.85,61.52740726023118,49.33891622097612,False,False,False,False
4.9,62.005081566371544,48.90506968960287,False,False,False,False
4.95,62.13066940982051,50.134164515063375,False,False,False,False
5.0,61.90409327779788,49.53550095037861,False,False,False,False
5.05,62.26589080813669,50.86918005777571,False,False,False,False
5.1,62.46367757093698,50.53791598375209,False,False,False,False
5.15,61.170403753769854,49.34448928605091,False,False,False,False
5.2,62.71440063600742,49.88935891099584,False,False,False,False
5.25,61.32291907964862,49.714524796156844,False,False,False,False
5.3,61.20870012746758,49.992829182538486,False,False,False,False
5.35,63.27880062715195,50.031849371784055,False,False,False,False
5.4,61.97385768013121,49.36515329708111,False,False,False,False
5.45,62.28916391791233,50.43381272179714,False,False,False,False
5.5,61.51614517173286,49.14808268049188,False,False,False,False
5.55,62.36992191973825,49.94179074120924,False,False,False,False
5.6,62.45789763531787,49.590380466215876,False,False,False,False
5.65,61.87498432369525,49.33040792492973,False,False,False,False
5.7,61.7781387404069,48.94545476348082,False,False,False,False
5.75,61.60947169902682,49.03965372829781,False,False,False,False
5.8,62.77250151049121,49.71088472449441,False,False,False,False
5.85,61.92642843422654,49.03328845899711,False,False,False,False
5.9,62.44920782278332,48.93749930069079,False,False,False,False
5.95,61.38318397189617,49.00700769043364,False,False,False,False
6.0,62.76458976889256,49.35714973446226,False,False,False,False
6.05,61.33286759757133,49.4741094370074,False,False,False,False
6.1,62.14796030642301,49.53718764867669,False,False,False,False
6.15,62.588926548037634,49.28256537127663,False,False,False,False
6.2,62.02284502113047,49.11615768291907,False,False,False,False
6.25,63.1336401386905,50.01981278419727,False,False,False,False
6.3,61.74754481891996,48.69337103543601,False,False,False,False
6.35,61.50804875317775,50.34352804813196,False,False,False,False
6.4,61.67150329577359,50.6148134327611,False,False,False,False
6.45,62.412880711865256,49.594529375976386,False,False,False,False
6.5,62.48204431404091,49.90151440112978,False,False,False,False
6.55,61.44692803684507,48.9932953234939,False,False,False,False
6.6,62.16725922180376,50.23986122789675,False,False,False,False
6.65,62.447374529546934,49.17444183985071,False,False,False,False
6.7,61.4280176195315,48.7562775941317,False,False,False,False
6.75,62.09439754097168,48.37431609829775,False,False,False,False
6.8,62.98008309970325,49.636347338074806,False,False,False,False
6.85,62.04726251137423,49.39012868267356,False,False,False,False
6.9,61.83362931813316,49.16898918590853,False,False,False,False
6.95,62.266204103288594,49.217564302595946,False,False,False,False
7.0,61.61275361330059,49.86225916717831,False,False,False,False
7.05,62.27415894900435,49.80209454552075,False,False,False,False
7.1,61.71896195394458,50.095093705761464,False,False,False,False
7.15,61.5485360990454,49.234714696818116,False,False,False,False
7.2,61.80202192827965,49.00357356618325,False,False,False,False
7.25,61.40854623631739,49.70813996956602,False,False,False,False
7.3,63.31578794277868,50.41696689313746,False,False,False,False
7.35,61.47050580418906,49.473754495980984,False,False,False,False
7.4,60.96119735561475,50.02062294846685,False,False,False,False
7.45,62.415406342874604,49.448457215943115,False,False,False,False
7.5,62.17040776320083,49.905749430758526,False,False,False,False
7.55,62.71018914417457,49.985486388708345,False,False,False,False
7.6,61.82056734172487,50.459349431432074,False,False,False,False
7.65,62.615895365657906,50.67682141263693,False,False,False,False
7.7,62.54653936597381,50.65359989137026,False,False,False,False
